Date,Open,High,Low,Close,Volume
2020-05-12,55.13,56.22,53.87,53.96,238603531
2020-05-13,54.72,55.07,50.89,52.73,285982207
2020-05-14,52.0,53.56,50.93,53.56,205232747
2020-05-15,52.69,53.67,52.44,53.28,157776371
2020-05-18,55.19,55.65,53.59,54.24,175471412
2020-05-19,54.34,54.8,53.74,53.87,144547758
2020-05-20,54.7,55.07,54.12,54.37,109639010
2020-05-21,54.4,55.5,53.07,55.17,183818608
2020-05-22,54.81,55.45,54.13,54.46,149812050
2020-05-26,55.63,55.64,54.38,54.59,121345979
2020-05-27,54.72,55.18,52.33,54.68,173242863
2020-05-28,54.23,54.98,53.45,53.72,109136555
2020-05-29,53.92,55.67,53.61,55.67,177187261
2020-06-01,57.2,59.93,56.94,59.87,226279387
2020-06-02,59.65,60.58,58.07,58.77,203483898
2020-06-03,59.21,59.86,58.67,58.86,119241975
2020-06-04,59.33,59.72,57.23,57.63,133315628
2020-06-05,58.52,59.1,57.75,59.04,117178696
2020-06-08,61.27,63.33,60.61,63.33,212620844
2020-06-09,62.67,63.63,61.6,62.71,170822165
2020-06-10,66.13,68.5,65.5,68.34,278451011
2020-06-11,66.01,67.93,64.8,64.86,238747081
2020-06-12,65.33,65.87,60.84,62.35,251450424
2020-06-15,61.19,66.59,60.57,66.06,235457582
2020-06-16,67.46,67.53,64.16,65.48,210766095
2020-06-17,65.85,67.0,65.5,66.12,148361926
2020-06-18,66.87,67.95,66.3,66.93,146278967
2020-06-19,67.52,67.73,66.09,66.73,130196170
2020-06-22,66.66,67.26,66.0,66.29,95435202
2020-06-23,66.59,67.47,66.27,66.79,95479017
2020-06-24,66.27,66.73,63.54,64.06,164393768
2020-06-25,63.62,65.73,62.48,65.73,138818166
2020-06-26,66.32,66.33,63.66,63.98,132823554
2020-06-29,64.6,67.33,63.23,67.29,135395992
2020-06-30,67.1,72.51,66.92,71.99,253777373
2020-07-01,72.2,75.69,72.03,74.64,199903400
2020-07-02,81.43,81.87,79.04,80.58,258751671
2020-07-06,85.11,91.85,84.4,91.44,308547746
2020-07-07,93.67,95.3,89.11,92.66,322344739
2020-07-08,93.67,94.48,87.42,91.06,244669528
2020-07-09,93.13,93.9,90.09,92.95,175763912
2020-07-10,93.07,103.26,91.73,102.98,350063075
2020-07-13,110.6,119.67,98.07,99.8,584780108
2020-07-14,103.73,106.0,95.4,101.12,351271924
2020-07-15,102.87,103.33,97.13,103.07,245517327
2020-07-16,98.48,102.11,97.73,100.04,214511743
2020-07-17,100.9,102.5,99.33,100.06,139949510
2020-07-20,101.27,110.0,99.2,109.53,256820422
2020-07-21,109.33,111.67,103.87,104.56,242359079
2020-07-22,106.6,108.43,104.13,106.16,212416094
2020-07-23,111.93,112.6,98.72,100.87,364927318
2020-07-24,94.4,97.67,91.1,94.47,290949155
2020-07-27,95.67,103.2,94.2,102.64,240729930
2020-07-28,100.27,104.31,98.29,98.43,237130381
2020-07-29,100.07,102.32,99.13,99.94,141403324
2020-07-30,99.2,100.88,98.07,99.17,114315528
2020-07-31,101.0,101.14,94.73,95.38,183704308
2020-08-03,96.61,100.65,96.29,99.0,132140124
2020-08-04,99.67,101.83,97.47,99.13,126224787
2020-08-05,99.53,99.99,97.89,99.0,74670188
2020-08-06,99.39,101.15,98.48,99.31,89884650
2020-08-07,99.97,99.98,94.33,96.85,133446233
2020-08-10,96.53,97.17,92.39,94.57,112833904
2020-08-11,93.07,94.67,91.0,91.63,129387445
2020-08-12,98.0,105.67,95.67,103.65,328482286
2020-08-13,107.4,110.08,104.48,108.07,306379497
2020-08-14,111.0,111.25,108.44,110.05,188664056
2020-08-17,111.8,123.06,111.52,122.38,303634648
2020-08-18,126.6,128.26,123.01,125.81,247117226
2020-08-19,124.33,127.4,122.75,125.24,183079858
2020-08-20,124.05,134.8,123.8,133.46,309176845
2020-08-21,136.32,139.7,135.0,136.67,322343239
2020-08-24,141.75,141.93,128.5,134.28,300954150
2020-08-25,131.66,135.2,131.2,134.89,159883270
2020-08-26,137.33,144.4,136.91,143.54,213590593
2020-08-27,145.36,153.04,142.83,149.25,355395422
2020-08-28,153.01,154.57,145.77,147.56,301217549
2020-08-31,148.2,166.71,146.7,166.11,355123236
2020-09-01,167.38,167.5,156.84,158.35,270358287
2020-09-02,159.66,159.68,135.04,149.12,288528419
2020-09-03,135.74,143.93,134.0,135.67,262788296
2020-09-04,134.27,142.67,124.01,139.44,330965733
2020-09-08,118.67,122.91,109.96,110.07,346397135
2020-09-09,118.87,123.0,113.84,122.09,238397334
2020-09-10,128.74,133.0,120.19,123.78,254791855
2020-09-11,127.31,127.5,120.17,124.24,182152398
2020-09-14,126.98,140.0,124.43,139.87,249061855
2020-09-15,145.52,153.98,143.57,149.92,291894719
2020-09-16,146.62,152.6,145.1,147.25,217640302
2020-09-17,138.53,145.93,136.0,141.14,230337503
2020-09-18,149.31,150.33,142.93,147.38,259220486
2020-09-21,151.04,151.89,135.69,149.8,328430433
2020-09-22,143.2,145.92,139.2,141.41,238742424
2020-09-23,135.05,137.38,125.29,126.79,285222569
2020-09-24,121.27,133.17,117.1,129.26,289683209
2020-09-25,131.16,136.24,130.43,135.78,201625400
2020-09-28,141.54,142.69,138.52,140.4,149158695
2020-09-29,138.67,142.83,137.2,139.69,151024215
2020-09-30,140.44,144.64,140.16,143.0,144436724
2020-10-01,146.92,149.63,144.81,149.39,152224365
2020-10-02,140.46,146.38,138.33,138.36,214290111
2020-10-05,141.12,144.55,139.78,141.89,134168383
2020-10-06,141.26,142.93,135.35,137.99,147438795
2020-10-07,139.96,143.3,137.95,141.77,129383143
2020-10-08,146.15,146.33,141.77,141.97,121263372
2020-10-09,143.38,144.86,142.15,144.67,86776989
2020-10-12,147.33,149.58,146.19,147.43,116373402
2020-10-13,147.78,149.63,145.53,148.88,103391020
2020-10-14,149.93,155.3,149.12,153.77,144136184
2020-10-15,150.1,152.19,147.5,149.63,107017061
2020-10-16,151.48,151.98,146.28,146.56,98327650
2020-10-19,148.75,149.0,142.96,143.61,108863531
2020-10-20,143.92,143.92,139.68,140.65,94968879
2020-10-21,140.9,144.32,140.42,140.88,97111390
2020-10-22,147.31,148.41,141.5,141.93,119979582
2020-10-23,140.61,140.96,135.79,140.21,101150950
2020-10-26,137.21,141.92,136.67,140.09,84717488
2020-10-27,141.25,143.5,140.03,141.56,68059537
2020-10-28,138.83,139.53,135.33,135.34,76354238
2020-10-29,136.65,139.35,135.49,136.94,67965937
2020-10-30,135.63,135.86,126.37,129.35,127762933
2020-11-02,131.33,135.66,130.77,133.5,87063369
2020-11-03,136.58,142.59,135.56,141.3,103055170
2020-11-04,143.54,145.13,139.03,140.33,96429190
2020-11-05,142.77,146.67,141.33,146.03,85243569
2020-11-06,145.37,145.52,141.43,143.32,65118037
2020-11-09,146.5,150.83,140.33,140.42,104499100
2020-11-10,140.03,140.03,132.01,136.79,90852669
2020-11-11,138.82,139.57,136.86,139.04,52073165
2020-11-12,138.35,141.0,136.51,137.25,59821506
2020-11-13,136.95,137.51,133.89,136.17,59491056
2020-11-16,136.31,137.48,134.7,136.03,80515928
2020-11-17,153.39,154.0,144.34,147.2,183564858
2020-11-18,149.45,165.33,147.83,162.21,234132083
2020-11-19,164.0,169.54,162.52,166.42,187426069
2020-11-20,166.0,167.5,163.02,163.2,98735770
2020-11-23,167.83,175.33,167.26,173.95,150780915
2020-11-24,180.13,186.66,175.4,185.13,160945486
2020-11-25,183.35,191.33,181.79,191.33,146790495
2020-11-27,193.72,199.59,192.82,195.25,112683251
2020-11-30,200.74,202.6,184.84,189.2,189009169
2020-12-01,199.2,199.28,190.68,194.92,121148502
2020-12-02,185.48,190.51,180.4,189.61,143326964
2020-12-03,196.67,199.66,194.14,197.79,127656013
2020-12-04,197.0,199.68,195.17,199.68,88203939
2020-12-07,201.64,216.26,201.02,213.92,168929147
2020-12-08,208.5,217.09,206.17,216.63,192795109
2020-12-09,217.9,218.11,196.0,201.49,213873591
2020-12-10,191.46,209.25,188.78,209.02,201249470
2020-12-11,205.0,208.0,198.93,203.33,139424924
2020-12-14,206.33,214.25,203.4,213.28,156121966
2020-12-15,214.43,215.63,207.93,211.08,135670694
2020-12-16,209.41,210.83,201.67,207.59,126287443
2020-12-17,209.4,219.61,206.5,218.63,168810437
2020-12-18,222.97,231.67,209.51,231.67,666378667
2020-12-21,222.08,222.83,215.36,216.62,174135797
2020-12-22,216.0,216.63,204.74,213.45,155584936
2020-12-23,210.73,217.17,207.52,215.33,99518920
2020-12-24,214.33,222.03,213.67,220.59,68596717
2020-12-28,224.84,227.13,220.27,221.23,96835690
2020-12-29,220.33,223.3,218.33,222.0,68732437
2020-12-30,224.0,232.2,222.79,231.59,128538073
2020-12-31,233.33,239.57,230.37,235.22,148949805
2021-01-04,239.82,248.16,239.06,243.26,145914585
2021-01-05,241.22,246.95,239.73,245.04,96735520
2021-01-06,252.83,258.0,249.7,251.99,134099923
2021-01-07,259.21,272.33,258.4,272.01,154496865
2021-01-08,285.33,294.83,279.46,293.34,225166613
2021-01-11,283.13,284.81,267.87,270.4,178662468
2021-01-12,277.0,289.33,275.78,283.15,138812174
2021-01-13,284.25,286.82,277.33,284.8,99937510
2021-01-14,281.13,287.67,279.58,281.67,93798999
2021-01-15,284.0,286.63,273.03,275.39,116332812
2021-01-19,279.27,283.33,277.67,281.52,76100948
2021-01-20,286.25,286.5,279.09,283.48,76997648
2021-01-21,285.0,285.24,280.47,281.66,61794396
2021-01-22,278.1,282.67,276.21,282.21,60199506
2021-01-25,285.0,300.13,279.61,293.6,123520212
2021-01-26,297.13,298.63,290.53,294.36,69394807
2021-01-27,290.12,297.17,286.22,288.05,82001888
2021-01-28,273.33,282.67,267.0,278.48,79134158
2021-01-29,276.67,280.8,260.03,264.51,104972260
2021-02-01,271.43,280.67,265.19,279.94,76174178
2021-02-02,281.56,293.5,280.73,290.93,73038637
2021-02-03,292.34,292.69,284.35,284.9,55030536
2021-02-04,285.0,285.5,277.81,283.33,47437985
2021-02-05,281.67,288.26,279.66,284.08,55699926
2021-02-08,289.89,292.59,284.92,287.81,60485166
2021-02-09,285.04,286.6,280.58,283.15,45472955
2021-02-10,281.21,281.61,266.67,268.27,108648281
2021-02-11,270.81,276.63,267.24,270.55,64868256
2021-02-12,267.09,272.44,261.78,272.04,71304937
2021-02-16,272.67,273.67,264.15,265.41,59406966
2021-02-17,259.7,266.61,254.0,266.05,78236708
2021-02-18,260.3,264.9,258.76,262.46,53871185
2021-02-19,265.0,265.6,259.12,260.43,56874786
2021-02-22,254.21,256.17,236.73,238.17,111809171
2021-02-23,220.71,237.87,206.33,232.95,199820660
2021-02-24,237.28,248.33,231.39,247.34,110300861
2021-02-25,242.05,245.74,223.53,227.41,117071592
2021-02-26,233.33,235.57,219.84,225.17,123267522
2021-03-01,230.04,290.67,228.35,239.48,81408728
2021-03-02,239.43,240.37,228.33,228.81,71196487
2021-03-03,229.33,233.57,217.24,217.73,90623889
2021-03-04,218.6,291.31,200.0,207.15,197758610
2021-03-05,208.69,209.28,179.83,199.32,268189407
2021-03-08,200.18,206.71,186.26,187.67,155360896
2021-03-09,202.73,226.03,198.4,224.53,202570010
2021-03-10,233.43,239.28,218.35,222.69,181817028
2021-03-11,233.13,234.17,225.73,233.2,108761681
2021-03-12,223.33,231.63,222.05,231.24,100751530
2021-03-15,231.36,237.73,228.01,235.98,88270449
2021-03-16,234.45,235.97,223.67,225.63,96587020
2021-03-17,218.96,234.58,217.0,233.94,121117362
2021-03-18,228.1,229.74,217.33,217.72,100107070
2021-03-19,215.53,219.08,208.21,218.29,128681953
2021-03-22,228.2,233.21,222.92,223.33,118536672
2021-03-23,225.26,225.93,219.17,220.72,91475619
2021-03-24,222.64,222.67,210.04,210.09,101385520
2021-03-25,204.33,215.17,203.17,213.46,117674562
2021-03-26,213.96,214.61,199.96,206.24,101558500
2021-03-29,205.21,205.49,198.67,203.76,85910979
2021-03-30,200.58,212.55,197.0,211.87,118297092
2021-03-31,215.54,224.0,213.7,222.64,100011880
2021-04-01,229.46,230.81,219.81,220.58,105895151
2021-04-05,235.9,236.05,228.23,230.35,125528323
2021-04-06,230.1,232.18,227.12,230.54,84815528
2021-04-07,229.0,230.46,222.61,223.66,78928298
2021-04-08,225.793335,229.850006,223.883331,227.933334,71772900
2021-04-09,225.92334,226.990005,223.143326,225.67334,64311300
2021-04-12,228.566666,234.933334,227.363327,233.993332,87407100
2021-04-13,237.566666,254.333328,236.886673,254.106674,133958400
2021-04-14,256.899994,260.263336,242.676666,244.07666,147052200
2021-04-15,247.699997,247.896667,240.436661,246.28334,83546700
2021-04-16,242.883331,249.803329,241.53334,246.593338,83938500
2021-04-19,239.866669,241.800003,230.600006,238.210007,119058600
2021-04-20,239.139999,245.75,236.896667,239.66333,106827000
2021-04-21,234.92334,248.279999,232.666672,248.039993,93646500
2021-04-22,247.166672,251.256668,239.346664,239.896667,106770900
2021-04-23,239.933334,245.786667,238.486664,243.133331,85110000
2021-04-26,247.0,249.766663,244.203339,246.066666,93115500
2021-04-27,239.320007,241.333328,234.449997,234.91333,88311000
2021-04-28,232.136673,236.166672,231.199997,231.46666,66813000
2021-04-29,233.169998,234.083328,222.833328,225.666672,86536200
2021-04-30,222.529999,238.490005,222.046661,236.479996,122276100
2021-05-03,234.600006,235.333328,226.833328,228.300003,81129300
2021-05-04,226.313339,227.816666,219.233337,224.53334,89217900
2021-05-05,227.020004,228.433334,222.446671,223.646667,65705700
2021-05-06,226.919998,227.006668,216.666672,221.179993,83353800
2021-05-07,221.933334,230.0,220.073334,224.123337,70407600
2021-05-10,221.633331,221.683334,209.203339,209.679993,94177200
2021-05-11,199.746674,209.03334,198.53334,205.733337,139511700
2021-05-12,200.830002,206.803329,195.589996,196.630005,101470800
2021-05-13,200.513336,202.153336,186.550003,190.563339,132554700
2021-05-14,194.470001,197.623337,190.153336,196.580002,100112700
2021-05-17,191.850006,196.57666,187.066666,192.276672,97171200
2021-05-18,189.333328,198.75,187.793335,192.623337,110491800
2021-05-19,184.183334,188.736664,182.32666,187.820007,118735200
2021-05-20,191.666672,196.28334,190.356674,195.593338,92463300
2021-05-21,198.703339,198.893326,193.333328,193.626663,78091800
2021-05-24,193.866669,204.82666,191.21666,202.146667,103674300
2021-05-25,202.436661,204.66333,198.570007,201.563339,84017700
2021-05-26,202.520004,208.723328,200.5,206.376663,85917900
2021-05-27,206.746674,210.376663,205.403336,210.28334,79111800
2021-05-28,209.5,211.863327,207.460007,208.406662,68211000
2021-06-01,209.266663,211.266663,206.850006,207.96666,54254700
2021-06-02,206.710007,207.786667,199.713333,201.706665,69908400
2021-06-03,200.600006,201.516663,190.406662,190.946671,90335700
2021-06-04,193.236664,200.203339,192.399994,199.683334,72110700
2021-06-07,197.276672,203.333328,194.293335,201.710007,67631100
2021-06-08,207.669998,207.696671,198.5,201.196671,78160200
2021-06-09,200.723328,203.929993,199.210007,199.593338,49753800
2021-06-10,201.293335,205.529999,200.166672,203.373337,71758800
2021-06-11,203.410004,204.186661,200.506668,203.296661,48615900
2021-06-14,204.07666,208.496674,203.059998,205.896667,61272000
2021-06-15,205.563339,205.596664,199.410004,199.786667,53292300
2021-06-16,199.179993,202.833328,197.833328,201.623337,66432300
2021-06-17,200.630005,207.156662,200.446671,205.53334,68104200
2021-06-18,204.456665,209.449997,203.933334,207.770004,73682700
2021-06-21,208.160004,210.463333,202.960007,206.943329,74438100
2021-06-22,206.083328,209.523331,205.166672,207.903336,57476700
2021-06-23,210.666672,219.066666,210.013336,218.856674,93297600
2021-06-24,224.996674,232.539993,222.536667,226.606674,137947200
2021-06-25,229.860001,231.270004,222.899994,223.956665,97490100
2021-06-28,223.880005,231.566666,223.440002,229.573334,64884600
2021-06-29,228.21666,229.169998,225.296661,226.919998,52143900
2021-06-30,226.589996,230.936661,226.046661,226.566666,56774700
2021-07-01,227.973328,229.330002,224.266663,225.973328,55903500
2021-07-02,226.32666,233.333328,224.419998,226.300003,81163500
2021-07-06,227.236664,228.0,217.133331,219.860001,69853500
2021-07-07,221.42334,221.899994,212.773331,214.883331,56376000
2021-07-08,209.456665,218.143326,206.820007,217.603333,68319900
2021-07-09,217.726669,219.636673,214.896667,218.983337,54421500
2021-07-12,220.733337,229.080002,220.720001,228.566666,77781000
2021-07-13,228.773331,231.093338,222.100006,222.846664,62898300
2021-07-14,223.583328,226.203339,217.613327,217.793335,64923600
2021-07-15,219.463333,222.046661,212.626663,216.866669,60628800
2021-07-16,218.226669,218.899994,214.066666,214.740005,49113000
2021-07-19,209.963333,215.733337,207.096664,215.406662,63891300
2021-07-20,217.330002,220.796661,213.5,220.166672,46461300
2021-07-21,219.869995,221.619995,216.763336,218.429993,41859900
2021-07-22,218.813339,220.723328,214.866669,216.419998,45317100
2021-07-23,215.453339,216.266663,212.433334,214.460007,43814700
2021-07-26,216.990005,222.733337,215.703339,219.206665,76009800
2021-07-27,221.133331,222.166672,209.080002,214.926666,98439900
2021-07-28,215.666672,218.323334,213.133331,215.660004,48019800
2021-07-29,216.596664,227.896667,216.266663,225.78334,91183800
2021-07-30,223.919998,232.509995,223.0,229.066666,88969200
2021-08-02,233.333328,242.313339,232.800003,236.556671,100847400
2021-08-03,239.666672,240.883331,233.669998,236.580002,64860900
2021-08-04,237.0,241.633331,236.309998,236.973328,51007800
2021-08-05,238.666672,240.316666,237.136673,238.210007,38758800
2021-08-06,237.300003,238.776672,232.543335,233.03334,46869000
2021-08-09,236.723328,239.676666,235.043335,237.919998,44145900
2021-08-10,237.996674,238.863327,233.960007,236.66333,40296900
2021-08-11,237.570007,238.393326,234.736664,235.940002,29401800
2021-08-12,235.446671,240.933334,233.133331,240.75,52377300
2021-08-13,241.236664,243.300003,238.113327,239.056671,50194500
2021-08-16,235.023331,236.5,225.46666,228.723328,68032200
2021-08-17,224.220001,224.860001,216.279999,221.903336,71163900
2021-08-18,223.25,231.92334,223.116669,229.66333,61048200
2021-08-19,226.070007,228.850006,222.529999,224.490005,42940500
2021-08-20,227.616669,230.710007,224.566666,226.753326,44525700
2021-08-23,228.479996,237.376663,226.916672,235.433334,60794700
2021-08-24,236.893326,238.406662,234.213333,236.16333,39249300
2021-08-25,235.676666,238.990005,234.666672,237.066666,37936800
2021-08-26,236.103333,238.46666,232.539993,233.720001,39642900
2021-08-27,235.0,238.333328,234.03334,237.306671,41501400
2021-08-30,238.240005,243.666672,237.57666,243.636673,55812600
2021-08-31,244.333328,246.796661,242.146667,245.240005,62566200
2021-09-01,244.693329,247.330002,243.756668,244.696671,39612900
2021-09-02,244.833328,246.990005,243.513336,244.130005,38331900
2021-09-03,244.083328,244.666672,241.399994,244.523331,45738300
2021-09-07,246.666672,253.399994,246.419998,250.973328,60119400
2021-09-08,253.860001,254.816666,246.92334,251.289993,56379000
2021-09-09,251.136673,254.03334,250.543335,251.619995,42233100
2021-09-10,253.199997,254.203339,244.839996,245.42334,45552600
2021-09-13,246.736664,248.259995,236.28334,247.666672,68857500
2021-09-14,247.523331,251.490005,245.46666,248.16333,55574700
2021-09-15,248.333328,252.286667,246.119995,251.943329,46073100
2021-09-16,250.943329,252.970001,249.203339,252.330002,41770200
2021-09-17,252.383331,253.679993,250.0,253.16333,84612600
2021-09-20,244.853333,247.333328,239.539993,243.389999,74273100
2021-09-21,244.929993,248.246674,243.479996,246.460007,48992100
2021-09-22,247.843338,251.223328,246.373337,250.646667,45378900
2021-09-23,251.666672,252.733337,249.306671,251.213333,35842500
2021-09-24,248.630005,258.266663,248.186661,258.130005,64119000
2021-09-27,257.706665,266.333344,256.436676,263.786682,84212100
2021-09-28,262.399994,265.213318,255.393326,259.186676,76144200
2021-09-29,259.933319,264.5,256.893341,260.436676,62828700
2021-09-30,260.333344,263.043335,258.333344,258.493347,53868000
2021-10-01,259.466675,260.26001,254.529999,258.406677,51094200
2021-10-04,265.5,268.98999,258.706665,260.51001,91449900
2021-10-05,261.600006,265.769989,258.066681,260.196655,55297800
2021-10-06,258.733337,262.220001,257.73999,260.916656,43898400
2021-10-07,261.820007,268.333344,261.126678,264.536682,57587400
2021-10-08,265.40332,265.459991,260.303345,261.829987,50215800
2021-10-11,262.549988,267.079987,261.833344,263.980011,42600900
2021-10-12,266.976654,270.773346,265.523346,268.573334,66060000
2021-10-13,270.156677,271.803345,268.593323,270.359985,42360300
2021-10-14,271.829987,273.416656,271.116669,272.773346,36741600
2021-10-15,274.579987,281.070007,274.116669,281.01001,56773800
2021-10-18,283.929993,291.753326,283.823334,290.036682,72621600
2021-10-19,292.51001,292.649994,287.503326,288.089996,52143300
2021-10-20,288.450012,289.829987,285.793335,288.600006,42096300
2021-10-21,285.333344,300.0,285.166656,298.0,94444500
2021-10-22,298.5,303.333344,296.986664,303.226654,68642400
2021-10-25,316.843323,348.339996,314.733337,341.619995,188556300
2021-10-26,341.563324,364.980011,333.813324,339.476654,187245000
2021-10-27,346.553345,356.959991,343.593323,345.953339,115579500
2021-10-28,356.103333,360.333344,351.399994,359.013336,81639600
2021-10-29,360.619995,371.736664,357.736664,371.333344,89755200
2021-11-01,381.666656,403.25,372.886658,402.863342,168146100
2021-11-02,386.453339,402.863342,382.0,390.666656,128213400
2021-11-03,392.443329,405.130005,384.206665,404.619995,103885500
2021-11-04,411.470001,414.496674,405.666656,409.970001,76192200
2021-11-05,409.333344,413.290009,402.666656,407.363342,64886400
2021-11-08,383.263336,399.0,377.666656,387.646667,100337100
2021-11-09,391.200012,391.5,337.17334,341.166656,177317400
2021-11-10,336.803345,359.366669,329.103333,355.983337,128408100
2021-11-11,367.589996,368.323334,351.559998,354.503326,67189800
2021-11-12,349.166656,351.5,339.733337,344.473328,76719300
2021-11-15,339.209991,343.993347,326.200012,337.796661,104326800
2021-11-16,334.436676,352.399994,334.059998,351.57666,79627200
2021-11-17,354.503326,373.213318,351.833344,363.003326,94336200
2021-11-18,368.850006,370.666656,358.339996,365.459991,62696700
2021-11-19,366.290009,379.573334,364.233337,379.019989,64926900
2021-11-22,387.443329,400.649994,377.476654,385.623322,99217500
2021-11-23,389.170013,393.5,354.233337,369.676666,108515100
2021-11-24,360.130005,377.589996,354.0,372.0,67680600
2021-11-26,366.48999,369.593323,360.333344,360.640015,35042700
2021-11-29,366.996674,380.890015,366.730011,378.996674,58393500
2021-11-30,381.456665,389.333344,372.666656,381.58667,81276000
2021-12-01,386.899994,390.946655,363.58667,365.0,68450400
2021-12-02,366.353333,371.0,352.216675,361.533325,73114800
2021-12-03,361.59668,363.526672,333.40332,338.323334,92322000
2021-12-06,333.83667,340.546661,316.833344,336.33667,81663000
2021-12-07,348.066681,352.556671,342.269989,350.583344,56084700
2021-12-08,350.90332,357.459991,344.333344,356.320007,41906400
2021-12-09,353.546661,354.16333,334.119995,334.600006,59438400
2021-12-10,336.25,340.32666,327.51001,339.01001,59664300
2021-12-13,333.696655,335.0,317.140015,322.136658,78595500
